Accession,Signal_Peptide,Subcellular_Location
P28033,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16585579, ECO:0000269|PubMed:19015024}. Cytoplasm {ECO:0000250|UniProtKB:P17676}. Note=In T-cells when sumoylated drawn to pericentric heterochromatin thereby allowing proliferation (PubMed:16585579). Translocates to the nucleus when phosphorylated at Ser-288 (By similarity). {ECO:0000250|UniProtKB:P17676, ECO:0000269|PubMed:16585579}."
P53568,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:1709121, ECO:0000305|PubMed:2121606}."
P25322,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19767775}. Cytoplasm {ECO:0000250|UniProtKB:P24385}. Nucleus membrane {ECO:0000250|UniProtKB:P24385}. Note=Cyclin D-CDK4 complexes accumulate at the nuclear membrane and are then translocated into the nucleus through interaction with KIP/CIP family members. {ECO:0000250|UniProtKB:P24385}.
Q7TNV0,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17524367}. Note=Enriched in regions where chromatin is decondensed or sparse in the interphase nuclei. {ECO:0000250}.
Q9CVB6,,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:O15144}. Cell projection {ECO:0000250|UniProtKB:O15144}. Cell junction, synapse, synaptosome {ECO:0000269|PubMed:24153177}. Nucleus {ECO:0000250|UniProtKB:O15144}."
Q8C6B9,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:16289379}."
Q99MR0,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12437990}.
Q8R0P4,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21622130}. Note=Diffuse distribution with some highly concentrated spots around the nucleus.
Q5EG47,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q13131}. Nucleus {ECO:0000269|PubMed:19833968}. Note=In response to stress, recruited by p53/TP53 to specific promoters. {ECO:0000250|UniProtKB:Q13131}."
Q8BRK8,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:30201684}. Nucleus {ECO:0000250|UniProtKB:P54646}. Note=In response to stress, recruited by p53/TP53 to specific promoters."
P97303,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10809773}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978, ECO:0000269|PubMed:10809773}. Note=Nucleocytoplasmic shuttling is controlled by phosphorylation. {ECO:0000250|UniProtKB:Q9BYV9}."
Q9JKX4,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11071758}."
Q6VUP9,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16684505}.
O88665,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10526152, ECO:0000269|PubMed:19909775}."
Q8CFE5,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11527404}.
Q9WUF3,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:17003125}. Nucleus, PML body {ECO:0000250}. Mitochondrion {ECO:0000250}. Note=Exported from the nucleus to the mitochondria upon FAS activation. {ECO:0000250}."
Q9QXT8,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22311982}. Cell membrane {ECO:0000250|UniProtKB:Q9Y2W7}; Lipid-anchor. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q9Y2W7}. Golgi apparatus {ECO:0000250|UniProtKB:Q9Y2W7}. Nucleus {ECO:0000250|UniProtKB:Q9Y2W7}. Note=The sumoylated form is present only in the nucleus. In the presence of PSEN2, associated with the endoplasmic reticulum and Golgi. {ECO:0000250|UniProtKB:Q9Y2W7}."
Q8BGW1,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17991826, ECO:0000269|PubMed:19234441, ECO:0000269|PubMed:19680540}. Nucleus speckle {ECO:0000250|UniProtKB:Q9C0B1}. Cytoplasm {ECO:0000250|UniProtKB:Q9C0B1}. Note=Localizes mainly in the nucleus, where it is able to demethylate N(6)-methyladenosine (m6A) and N(6),2'-O-dimethyladenosine cap (m6A(m)) in U6 small nuclear RNA (snRNA), N(1)-methyladenine from tRNAs and internal m6A in mRNAs. In the cytoplasm, mediates demethylation of m6A and m6A(m) in mRNAs and N(1)-methyladenine from tRNAs. {ECO:0000250|UniProtKB:Q9C0B1}."
O35047,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11739747}.
O54824,,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:10479680}. Note=Colocalizes with GRIN2C in neuronal cell bodies and neurites.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Nucleus {ECO:0000250}.
P70217,,SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:15489334}.
Q3UZ18,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15606750}. Note=Colocalizes with COIL in subnuclear Cajal and histone locus bodies. Translocates in the LEC complex to Cajal and histone locus bodies at snRNA genes in a ICE1-dependent manner. Associates to transcriptionally active chromatin at snRNA genes (By similarity). {ECO:0000250}.
Q8R412,"SIGNAL 1..24;  /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000305|PubMed:22427340}; Multi-pass membrane protein {ECO:0000255}.
Q2TB02,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11931770}.
P09022,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:29465778}.
Q9EST8,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11086164, ECO:0000269|PubMed:11278262, ECO:0000269|PubMed:11356851, ECO:0000269|PubMed:15618216}."
Q9CPN8,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11288142, ECO:0000269|PubMed:12921532}. Cytoplasm {ECO:0000250}. Note=Found in lamellipodia of the leading edge, in the perinuclear region, and beneath the plasma membrane. The subcytoplasmic localization is cell specific and regulated by cell contact and growth. Localized at the connecting piece and the tail of the spermatozoa. In response to cellular stress, such as oxidative stress, recruited to stress granules. {ECO:0000250}."
Q6PB66,,"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Nucleus {ECO:0000269|PubMed:12071956}. Nucleus, nucleoplasm {ECO:0000250}. Nucleus inner membrane {ECO:0000250}. Nucleus outer membrane {ECO:0000250}."
Q6PGB6,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16484612}. Nucleus {ECO:0000250|UniProtKB:Q9GZZ1}. Note=Localizes to the cytoplasm in interphase cells. {ECO:0000250|UniProtKB:Q9GZZ1}.
Q99KQ4,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P43490}. Cytoplasm {ECO:0000269|PubMed:12555668}. Secreted {ECO:0000250|UniProtKB:P43490}. Note=Under non-inflammatory conditions, visfatin predominantly exhibits a granular pattern within the nucleus. Secreted by endothelial cells upon IL-1beta stimulation. Abundantly secreted in milk, reaching 100-fold higher concentrations compared to maternal serum. {ECO:0000250|UniProtKB:P43490}."
Q80TN7,,SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000269|PubMed:12062803}.
P22366,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17018642}. Nucleus {ECO:0000250|UniProtKB:Q99836}.
Q6SKR2,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16684535, ECO:0000269|PubMed:19116772}."
Q9QY36,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12888564}. Nucleus {ECO:0000250|UniProtKB:P41227}. Note=Also present in the free cytosolic and cytoskeleton-bound polysomes. {ECO:0000250|UniProtKB:P41227}.
P51960,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21750041}.
P10085,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16901893}.
Q6P8Z1,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11039906}.
Q8VIM5,,"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:11439182, ECO:0000269|PubMed:15601857}. Note=Nuclear, with a punctate intranuclear pattern with exclusion from nuclei."
Q8R4U1,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15615774}.
Q8K203,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16428305}. Chromosome {ECO:0000250|UniProtKB:A0A1L8HU22}. Note=Recruited to replication stress sites via interaction with ubiquitinated CMG helicase. {ECO:0000250|UniProtKB:A0A1L8HU22}.
Q07802,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:1915300}.
C0LLJ0,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20699224}. Note=In MII-stage oocytes, localizes to the spindle."
Q921D9,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18288204}.
Q5FWH3,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21081122}.
P42859,,"SUBCELLULAR LOCATION: [Huntingtin]: Cytoplasm {ECO:0000269|PubMed:11035034}. Nucleus {ECO:0000250|UniProtKB:P42858}. Note=Shuttles between cytoplasm and nucleus in a Ran GTPase-independent manner. {ECO:0000250|UniProtKB:P42858}.; SUBCELLULAR LOCATION: [Huntingtin, myristoylated N-terminal fragment]: Cytoplasmic vesicle, autophagosome {ECO:0000250|UniProtKB:P42858}."
P48678,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26436652}. Nucleus envelope {ECO:0000250|UniProtKB:P02545}. Nucleus lamina {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Nucleus matrix {ECO:0000250|UniProtKB:P02545}. Note=Farnesylation of prelamin-A/C facilitates nuclear envelope targeting and subsequent cleavage by ZMPSTE24/FACE1 to remove the farnesyl group produces mature lamin-A/C, which can then be inserted into the nuclear lamina. EMD is required for proper localization of non-farnesylated prelamin-A/C (By similarity). {ECO:0000250}."
O55203,,SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Note=Colocalizes with SLK at leading edges (PubMed:19675209). {ECO:0000269|PubMed:19675209}.
Q9Z0W3,,"SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:11564755, ECO:0000269|PubMed:11684705}."
A0A5K7RLP0,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:32032549}.
P97367,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108, ECO:0000269|PubMed:9710595}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:21059917}."
Q6NXH3,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14612417}.
Q99PT3,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9C086}. Nucleus, nucleolus {ECO:0000269|PubMed:15556297}."
Q63ZW7,,"SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000250|UniProtKB:Q8NI35}. Apical cell membrane {ECO:0000250|UniProtKB:Q8NI35}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8NI35}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:14988405}. Note=Localizes to the apical region at the start of epithelial cell polarization then locates to tight junctions as polarization is completed (By similarity). Localized in the paranodal region of myelinating Schwann cells (PubMed:12403818). Localized to the leading edge of the actin cortex of migrating epithelia cells (By similarity). {ECO:0000250|UniProtKB:E2QYC9, ECO:0000250|UniProtKB:Q8NI35, ECO:0000269|PubMed:12403818}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm. Cytoplasm, perinuclear region. Note=Concentrates around the nucleus upon HTR2A coexpression."
Q9QXM1,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19287377, ECO:0000269|PubMed:19897726}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:Q8N9B5}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8N9B5}. Endomembrane system; Lipid-anchor. Cytoplasmic vesicle, autophagosome membrane {ECO:0000250|UniProtKB:Q8N9B5}. Note=Localizes to the nucleus in most cell types. In primary neutrophils, it colocalizes with actin filaments at the leading edge and is excluded from the nucleus. Localization correlates with motility, because it moves from the nucleus to the cytoplasmic compartment when cells are differentiated from nonmotile cells into highly motile neutrophil-like cells (By similarity). Accumulates in nucleus under DNA damage conditions, increasing p53/TP53 transcription response and reducing its influence on cell motility. Localizes to cytoplasmic vesicles which associate with actin filament and autophagosomal membranes upon starvation-induced autophagy (By similarity). {ECO:0000250, ECO:0000250|UniProtKB:Q8N9B5}."
Q9R226,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10332027, ECO:0000269|PubMed:15471878}. Note=Localized in a compartment adjacent to the nucleolus, but distinct from the peri-nucleolar one."
P59178,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14597177}.
Q9ESX4,,"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12202495, ECO:0000269|PubMed:12893261}."
Q9Z2D8,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14610093, ECO:0000269|PubMed:9774669}. Chromosome {ECO:0000250}. Note=Detected on chromatin, at promoter regions of active genes (By similarity). Nuclear, in discrete foci. {ECO:0000250}."
E9PZM4,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22569126}. Note=Binds to myogenic gene promoters.
Q8BI06,"SIGNAL 1..30;  /evidence=""ECO:0000250""","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Cell membrane {ECO:0000250}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:18448257, ECO:0000269|PubMed:24251095}. Secreted {ECO:0000250}. Note=Retained in the endoplasmic reticulum (ER) in a HSPA5/BIP-dependent manner. Strongly detected in the cytoplasm of breast carcinoma cells, whereas poorly detected in adjacent normal epithelial cells, stromal cells, or benign breast tissues. Localized in the nucleus and cytoplasm of colon adenocarcinomas (By similarity). Colocalized with clathrin heavy chain/CLTC in clathrin-coated vesicles. {ECO:0000250}."
O35493,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9307018}.
Q63ZV0,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12079283, ECO:0000269|PubMed:24227653}."
Q5SXA9,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18190796}. Cytoplasm, perinuclear region {ECO:0000250}. Nucleus {ECO:0000250}. Cell projection, ruffle membrane {ECO:0000250}. Note=Colocalizes with PRKCZ in the perinuclear region. {ECO:0000250}."
E9QAM5,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23525231}.
Q6PCN7,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:9427542}. Nucleus, nucleolus {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Note=Nuclear localization is stimulated by progesterone. {ECO:0000250}."
Q9Z130,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10717477, ECO:0000269|PubMed:15190078}. Cytoplasm {ECO:0000250|UniProtKB:O14979}. Note=Shuttles between the nucleus and the cytoplasm in a TNPO1-dependent manner. {ECO:0000250|UniProtKB:O14979}."
Q8BLB7,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15889154, ECO:0000269|PubMed:33980486}."
Q7TQE6,,SUBCELLULAR LOCATION: Rough endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P91193}; Multi-pass membrane protein {ECO:0000255}. Nucleus membrane {ECO:0000250|UniProtKB:P91193}; Multi-pass membrane protein {ECO:0000255}. Note=Detected in the nucleus membrane of non-neuronal cells and in axonal outgrowths of neuronal cells (PubMed:15255972). {ECO:0000269|PubMed:15255972}.
Q7JJ13,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9693039, ECO:0000269|PubMed:9811568}. Note=Detected on chromatin and nucleosomes. {ECO:0000250}."
Q9D2Y6,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16714087, ECO:0000269|PubMed:18287534}. Note=In the nucleus, associates with a specific and novel subnuclear dot-like structure. Colocalized with SKP1."
Q00PI9,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17008314}.
Q8C5W4,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:29329290}.
P10126,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19856081}. Nucleus {ECO:0000250|UniProtKB:P68104}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P68104}. Cell membrane {ECO:0000250|UniProtKB:P68104}. Note=Colocalizes with DLC1 at actin-rich regions in the cell periphery. Translocates together with ZPR1 from the cytoplasm to the nucleus and nucleolus after treatment with mitogens. Localization at the cell membrane depends on EEF1A1 phosphorylation status and the presence of PPP1R16B. {ECO:0000250|UniProtKB:P68104}."
Q8BLQ0,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23285124}.
Q9Z2G0,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15601915, ECO:0000269|PubMed:21723927}. Nucleus {ECO:0000250|UniProtKB:Q9UK73}. Note=In the nucleus, the protein level increased slightly after camptothecin (CPT) treatment. Associated with chromatin. {ECO:0000250|UniProtKB:Q9UK73}."
Q6T264,,"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:15019995}. Note=Nuclear, in a punctate manner."
Q9Z0Y9,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00407, ECO:0000269|PubMed:27383786}. Cytoplasm {ECO:0000269|PubMed:27383786}."
Q62504,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10451362, ECO:0000269|PubMed:15131132}. Note=Associates with chromatin."
A2APA5,"SIGNAL 1..20;  /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Nucleus inner membrane {ECO:0000269|PubMed:34471926}; Single-pass type I membrane protein {ECO:0000255}.
Q6S7F2,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12893818}.
Q8VBV4,,"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:11461910}. Chromosome {ECO:0000250|UniProtKB:Q969H0}. Note=Localizes to site of double-strand breaks following phosphorylation by ATM. {ECO:0000250|UniProtKB:Q969H0}."
P63073,,"SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000250|UniProtKB:P06730}. Cytoplasm {ECO:0000269|PubMed:22900038}. Cytoplasm, Stress granule {ECO:0000250|UniProtKB:P06730}. Nucleus {ECO:0000250|UniProtKB:P06730}. Note=Interaction with EIF4ENIF1/4E-T is required for localization to processing bodies (P-bodies). Imported in the nucleus via interaction with EIF4ENIF1/4E-T via a piggy-back mechanism. {ECO:0000250|UniProtKB:P06730}."
Q9ERI5,,"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:14729065}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q6NYC1}. Cytoplasm {ECO:0000250|UniProtKB:Q6NYC1}. Note=Mainly found throughout the nucleoplasm outside of regions containing heterochromatic DNA, with some localization in nucleolus. During mitosis, excluded from the nucleus and reappears in the telophase of the cell cycle. {ECO:0000250|UniProtKB:Q6NYC1}."
Q6ZQ88,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:33980486}.
Q9QXD8,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18657804}. Nucleus {ECO:0000250}. Cytoplasm, P-body {ECO:0000250}. Cell junction, adherens junction {ECO:0000250}. Cell junction, focal adhesion {ECO:0000250}. Note=Shuttles between cytoplasm and nucleus but is localized predominantly to the cytoplasm. Found in the nucleus but not nucleoli. Colocalizes with VCL in the focal adhesions (By similarity). {ECO:0000250}."
Q9D0U6,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20543138}. Cytoplasm {ECO:0000250|UniProtKB:Q9H063}.
Q7TT18,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10777215}.
Q9JKV1,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15819879}. Nucleus {ECO:0000250|UniProtKB:Q16186}.
Q99NG0,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12058073, ECO:0000269|PubMed:15199138}. Note=Localizes in speckle-like nuclear compartments."
O35473,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9405624}. Cytoplasm {ECO:0000250|UniProtKB:Q13901}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q13901}. Note=EXOSC10 is required for nucleolar localization. Colocalizes with TSNAX in the nucleus. {ECO:0000250|UniProtKB:Q13901}."
Q8CGN4,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12776190}.
P43241,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11729123, ECO:0000269|PubMed:7910823}."
P51945,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9696022}.
Q8BZN6,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q96BY6}. Cytoplasm {ECO:0000250|UniProtKB:Q96BY6}. Cell projection, dendritic spine {ECO:0000269|PubMed:25851601}."
Q61214,,SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:9070862}.
Q5U4C9,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:20167603}. Nucleus {ECO:0000250|UniProtKB:Q92630}. Note=Translocates into the nucleus following DNA damage. {ECO:0000250|UniProtKB:Q92630}.
P32233,,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Y295}. Cytoplasm {ECO:0000269|PubMed:1280421}. Note=The DRG1-DFRP2/ZC3H15 complex associates with polysomes. {ECO:0000250|UniProtKB:Q9Y295}.
Q9QYB1,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Cell membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Mitochondrion {ECO:0000269|PubMed:10593946, ECO:0000269|PubMed:17636002}. Note=Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain. Present in an intracellular vesicular compartment that likely represent trans-Golgi network vesicles (By similarity). {ECO:0000250}."
Q62388,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q13315}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:Q13315}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:25936915}. Note=Primarily nuclear. Found also in endocytic vesicles in association with beta-adaptin. {ECO:0000250|UniProtKB:Q13315}."
Q9WVA3,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:19888327}. Note=Starts to localize at kinetochores in prometaphase I (Pro-MI) stage and maintains the localization until the metaphase I-anaphase I (MI-AI) transition. {ECO:0000250}."
Q9JJ89,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17300783}.
E9Q4F7,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:25413698}. Note=Localizes to chromatin during prometaphase (By similarity). {ECO:0000250|UniProtKB:Q6UB99}.
Q8R3P7,,"SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:23351563}. Nucleus {ECO:0000250|UniProtKB:Q96AJ1}."
Q6ZQ08,,"SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:20133598}. Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=NANOS2 promotes its localization to P-body."
Q8R0W1,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17310242}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9C0C6}. Note=Predominantly localizes to the nucleus, where it co-localizes with CLOCK. At the G1/S boundary, partially translocated to the cytosol. {ECO:0000250|UniProtKB:Q9C0C6, ECO:0000269|PubMed:17310242}."
Q9DA19,,"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:15652350}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Note=Colocalizes with NEK6 in the centrosome. {ECO:0000250}."
P53996,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12706888}. Cytoplasm {ECO:0000269|Ref.2}. Endoplasmic reticulum {ECO:0000269|Ref.2}.
O70302,,"SUBCELLULAR LOCATION: Lipid droplet. Nucleus. Note=Enriched at lipid droplet contact sites. Using a GFP-tagged construct, has been shown to localize to mitochondria, where it could interact with UCP1 and hence inhibit UCP1 uncoupling activity (PubMed:12910269). These data could not be confirmed (PubMed:22245780, PubMed:18509062). {ECO:0000269|PubMed:12910269, ECO:0000269|PubMed:18509062, ECO:0000269|PubMed:22245780}."
Q78WH7,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Z2N6}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9Z2N6}. Cell junction, synapse {ECO:0000269|PubMed:28642476}. Note=Excluded from nucleus when coexpressed with activated CAMK2. {ECO:0000250|UniProtKB:Q9Z2N6}."
O70237,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12594258}. Note=Localized at foci of pericentric heterochromatin.
Q91X44,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14397}. Nucleus {ECO:0000269|PubMed:10713097}. Mitochondrion {ECO:0000250|UniProtKB:Q07071}. Note=Under low glucose concentrations, GCKR associates with GCK and the inactive complex is recruited to the hepatocyte nucleus. {ECO:0000250|UniProtKB:Q14397}."
Q8K1M4,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12042312}.
Q6XP49,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14500813}.
P54254,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P54253}. Nucleus {ECO:0000269|PubMed:9778246}. Note=Colocalizes with USP7 in the nucleus. {ECO:0000250|UniProtKB:P54253}.
Q6PFX2,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23571214}.
Q8VBU8,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10940556, ECO:0000269|PubMed:12494467, ECO:0000269|PubMed:15371550, ECO:0000269|PubMed:16166625}."
Q8BMQ3,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15081112}.
Q99LT0,,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21335234}. Golgi apparatus, trans-Golgi network {ECO:0000250}. Note=Associated with chromatin at regions enriched in histone H3 trimethylated at 'Lys-4'. Highly enriched in gene promoter regions and 5' UTRs, but not in downstream regions of genes or 3' UTRs."
Q91VJ1,,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O14862}. Cytoplasm {ECO:0000269|PubMed:22555457}.
Q5SUE7,,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7543294}.
O55112,,"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:19136466}. Note=When splicing or transcription are inhibited, accumulates in large, rounded speckles and in the nucleolus. {ECO:0000250}."
